Fecha,D_Close,%D,%W,YoY,SMA20,SMA50,SMA200,SD20,SD50,SD200,Lower20,Higher20,Lower50,Higher50,Lower200,Higher200,Outside20,Outside50,Outside200,Percentile,Location,CP,INT,LT
2015-01-15,7.6505,-0.002073985182093341,0.00521627161402205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.442682047584718,NA,NA,NA,NA
2015-01-16,7.6482,-3.0063394549373346e-4,0.0016895210404306304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.793799567411682,NA,NA,NA,NA
2015-01-19,7.6456,-3.399492691090744e-4,-0.0014236269836087612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.036770007209803,NA,NA,NA,NA
2015-01-20,7.6425,-4.054619650517566e-4,-0.0038451511991657306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.135544340302815,NA,NA,NA,NA
2015-01-21,7.6424,-1.3084723585188307e-5,-0.0031305436710842294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.09949531362653,NA,NA,NA,NA
2015-01-22,7.6422,-2.6169789594909787e-5,-0.00108489641199927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.027397260273972,NA,NA,NA,NA
2015-01-23,7.6491,9.028813692391058e-4,1.176747469993078e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.154289834174477,NA,NA,NA,NA
2015-01-26,7.6491,0,4.57779637961675e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.154289834174477,NA,NA,NA,NA
2015-01-27,7.6527,4.7064360513005e-4,0.0013346418056918719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.05551550108147,NA,NA,NA,NA
2015-01-28,7.653,3.920185032724177e-5,0.0013869988485291085,NA,7.6343000000000005,NA,NA,0.026737456478643704,NA,NA,7.6075625435213565,7.6610374564786445,NA,NA,NA,NA,FALSE,NA,NA,29.19971160778659,NA,CP+,NA,NA
2015-01-29,7.6526,-5.226708480332576e-5,0.001360864672476536,NA,7.637090000000001,NA,NA,0.025501184699002286,NA,NA,7.6115888153009985,7.662591184699003,NA,NA,NA,NA,FALSE,NA,NA,29.019466474405192,NA,CP+,NA,NA
2015-01-30,7.6554,3.6588871756015884e-4,8.236263089775875e-4,NA,7.639985,NA,NA,0.024013335659039164,NA,NA,7.615971664340961,7.6639983356590395,NA,NA,NA,NA,FALSE,NA,NA,30.28118240807498,NA,CP+,NA,NA
2015-02-02,7.6521,-4.3106826553807043e-4,3.922030042751157e-4,NA,7.643025,NA,NA,0.021210570229809562,NA,NA,7.62181442977019,7.66423557022981,NA,NA,NA,NA,FALSE,NA,NA,28.83922134102379,NA,CP+,NA,NA
2015-02-03,7.6489,-4.1818585747699366e-4,-4.965567708129504e-4,NA,7.645895,NA,NA,0.017415706008929777,NA,NA,7.62847929399107,7.6633107060089305,NA,NA,NA,NA,FALSE,NA,NA,28.118240807498196,NA,CP+,NA,NA
2015-02-04,7.6497,1.0459020251274431e-4,-4.3120344962754853e-4,NA,7.64875,NA,NA,0.012082893518916431,NA,NA,7.636667106481084,7.660832893518916,NA,NA,NA,NA,FALSE,NA,NA,28.262436914203313,NA,CP+,NA,NA
2015-02-05,7.6516,2.4837575329761385e-4,-1.3067454198567585e-4,NA,7.650789999999999,NA,NA,0.008138983513411168,NA,NA,7.642651016486588,7.65892898351341,NA,NA,NA,NA,FALSE,NA,NA,28.731074260994955,NA,CP+,NA,NA
2015-02-06,7.6534,2.352449160960557e-4,-2.612534942654232e-4,NA,7.651694999999999,NA,NA,0.007287731218684546,NA,NA,7.644407268781315,7.658982731218684,NA,NA,NA,NA,FALSE,NA,NA,29.343907714491706,NA,CP+,NA,NA
2015-02-09,7.6498,-4.7037917788184114e-4,-3.0057108506165164e-4,NA,7.6513599999999995,NA,NA,0.007208795796948683,NA,NA,7.644151204203051,7.658568795796948,NA,NA,NA,NA,FALSE,NA,NA,28.334534967555875,NA,CP-,NA,NA
2015-02-10,7.6497,-1.3072237182609747e-5,1.0459020251274431e-4,NA,7.650245,NA,NA,0.005327433963136419,NA,NA,7.644917566036863,7.655572433963137,NA,NA,NA,NA,FALSE,NA,NA,28.262436914203313,NA,CP-,NA,NA
2015-02-11,7.6537,5.228963227315031e-4,5.228963227315031e-4,NA,7.649609999999998,NA,NA,0.003853487825470903,NA,NA,7.645756512174527,7.653463487825469,NA,NA,NA,NA,TRUE,NA,NA,29.524152847873108,NA,CP+,NA,NA
2015-02-12,7.6538,1.3065576126569667e-5,2.875215641173767e-4,NA,7.649774999999998,NA,NA,0.003962704419432448,NA,NA,7.645812295580566,7.653737704419431,NA,NA,NA,NA,TRUE,NA,NA,29.632299927901943,NA,CP+,NA,NA
2015-02-13,7.6505,-4.311583788445539e-4,-3.789165599603628e-4,NA,7.649889999999997,NA,NA,0.0039479375028381326,NA,NA,7.645942062497159,7.653837937502836,NA,NA,NA,NA,FALSE,NA,NA,28.442682047584718,NA,CP+,NA,NA
2015-02-16,7.655,5.881968498790968e-4,6.797563334990375e-4,NA,7.650359999999997,NA,NA,0.003969807101239643,NA,NA,7.646390192898758,7.654329807101237,NA,NA,NA,NA,TRUE,NA,NA,30.173035328046144,NA,CP+,NA,NA
2015-02-17,7.6512,-4.964075767471821e-4,1.9608612102439693e-4,NA,7.650794999999997,NA,NA,0.0035136538187326917,NA,NA,7.6472813461812645,7.654308653818729,NA,NA,NA,NA,FALSE,NA,NA,28.622927180966112,NA,CP+,NA,NA
2015-02-18,7.6454,-7.580510246758543e-4,-0.0010844428185059485,NA,7.650944999999996,NA,NA,0.003185076219859721,NA,NA,7.647759923780136,7.654130076219856,NA,NA,NA,NA,TRUE,NA,NA,26.964671953857245,NA,CP-,NA,NA
2015-02-19,7.64,-7.063070604547139e-4,-0.001803025947895276,NA,7.650834999999995,NA,NA,0.003523048171832597,NA,NA,7.647311951828163,7.654358048171828,NA,NA,NA,NA,TRUE,NA,NA,25.739005046863735,NA,CP-,NA,NA
2015-02-20,7.639,-1.3089005235600304e-4,-0.0015031697274687783,NA,7.650329999999995,NA,NA,0.004399653096372619,NA,NA,7.645930346903622,7.654729653096368,NA,NA,NA,NA,TRUE,NA,NA,25.414563806777217,NA,CP-,NA,NA
2015-02-23,7.6345,-5.890823406204948e-4,-0.0026779882429784907,NA,7.649599999999995,NA,NA,0.005648474409776047,NA,NA,7.643951525590219,7.655248474409771,NA,NA,NA,NA,TRUE,NA,NA,24.188896899783703,NA,CP-,NA,NA
2015-02-24,7.6361,2.095749557926574e-4,-0.0019735466332079232,NA,7.6487699999999945,NA,NA,0.006345582798501009,NA,NA,7.642424417201494,7.655115582798495,NA,NA,NA,NA,TRUE,NA,NA,24.51333813987022,NA,CP-,NA,NA
2015-02-25,7.634,-2.750094943753112e-4,-0.0014910926831820381,NA,7.647819999999994,NA,NA,0.007060907948177186,NA,NA,7.640759092051817,7.654880907948171,NA,NA,NA,NA,TRUE,NA,NA,24.008651766402306,NA,CP-,NA,NA
2015-02-26,7.6315,-3.2748231595502997e-4,-0.0011125654450261369,NA,7.646764999999993,NA,NA,0.007842212026825399,NA,NA,7.638922787973168,7.654607212026819,NA,NA,NA,NA,TRUE,NA,NA,23.50396539293439,NA,CP-,NA,NA
2015-02-27,7.6273,-5.50350520867493e-4,-0.0015316140856133087,NA,7.645359999999994,NA,NA,0.008685583942433206,NA,NA,7.636674416057561,7.654045583942427,NA,NA,NA,NA,TRUE,NA,NA,22.782984859408796,NA,CP-,NA,NA
2015-03-02,7.6257,-2.0977278984701808e-4,-0.0011526622568602818,NA,7.644039999999994,NA,NA,0.009568555959908255,NA,NA,7.634471444040086,7.653608555959902,NA,NA,NA,NA,TRUE,NA,NA,22.49459264599856,NA,CP-,NA,NA
2015-03-03,7.6245,-1.573626027774333e-4,-0.0015191000641687769,NA,7.642819999999995,NA,NA,0.010432772251041712,NA,NA,7.6323872277489535,7.653252772251037,NA,NA,NA,NA,TRUE,NA,NA,22.2422494592646,NA,CP-,NA,NA
2015-03-04,7.6243,-2.6231228277273644e-5,-0.0012706313859052187,NA,7.641549999999995,NA,NA,0.011077264530274852,NA,NA,7.63047273546972,7.65262726453027,NA,NA,NA,NA,TRUE,NA,NA,22.206200432588318,NA,CP-,NA,NA
2015-03-05,7.6227,-2.0985533098116793e-4,-0.0011531153770556468,NA,7.640104999999996,NA,NA,0.011571219969344139,NA,NA,7.628533780030652,7.65167621996934,NA,NA,NA,NA,TRUE,NA,NA,21.91780821917808,NA,CP-,NA,NA
2015-03-06,7.6228,1.3118711217785517e-5,-5.89985971444662e-4,NA,7.638574999999996,NA,NA,0.011742539624889773,NA,NA,7.626832460375106,7.6503175396248855,NA,NA,NA,NA,TRUE,NA,NA,21.953857245854362,NA,CP-,NA,NA
2015-03-09,7.6234,7.871123471692165e-5,-3.016116553234971e-4,NA,7.637254999999996,NA,NA,0.011897123712544144,NA,NA,7.625357876287452,7.649152123712541,NA,NA,NA,NA,TRUE,NA,NA,21.98990627253064,NA,CP-,NA,NA
2015-03-10,7.6201,-4.328777186033417e-4,-5.770870220999091e-4,NA,7.635774999999997,NA,NA,0.012106756486837438,NA,NA,7.623668243513159,7.647881756486835,NA,NA,NA,NA,TRUE,NA,NA,21.593366979091563,NA,CP-,NA,NA
2015-03-11,7.6212,1.4435506095722417e-4,-4.065947037760198e-4,NA,7.634149999999996,7.637718,NA,0.011750050391829329,0.019528939175134995,NA,7.622399949608167,7.645900050391826,7.618189060824864,7.657246939175135,NA,NA,TRUE,FALSE,NA,21.77361211247296,-0.01651799999999959,CP-,INT-,NA
2015-03-12,7.6194,-2.361832782239448e-4,-4.3291747018781024e-4,NA,7.632429999999998,7.63817,NA,0.011228446018928981,0.018810898382564927,NA,7.621201553981068,7.643658446018927,7.619359101617435,7.656980898382565,NA,NA,TRUE,FALSE,NA,21.557317952415282,-0.018769999999999953,CP-,INT-,NA
2015-03-13,7.6137,-7.480904008189126e-4,-0.0011937870598730527,NA,7.630589999999998,7.638494,NA,0.011126208982209175,0.018226538287869812,NA,7.619463791017789,7.641716208982207,7.62026746171213,7.656720538287869,NA,NA,TRUE,TRUE,NA,21.01658255227109,-0.024793999999999983,CP-,INT-,NA
2015-03-16,7.6115,-2.889528087525184e-4,-0.001560983288296569,NA,7.628414999999999,7.638897999999999,NA,0.010326321758139875,0.017362503463804208,NA,7.618088678241858,7.638741321758139,7.621535496536195,7.656260503463804,NA,NA,TRUE,TRUE,NA,20.836337418889688,-0.027397999999998923,CP-,INT-,NA
2015-03-17,7.6124,1.1824213361366631e-4,-0.0010104854267004582,NA,7.626474999999999,7.639315999999999,NA,0.009425825386167899,0.016424351756226044,NA,7.617049174613832,7.635900825386167,7.622891648243773,7.655740351756225,NA,NA,TRUE,TRUE,NA,20.944484498918527,-0.026915999999999052,CP-,INT-,NA
2015-03-18,7.6159,4.5977615469494637e-4,-6.954285414370043e-4,NA,7.625,7.639781999999999,NA,0.008578553429767084,0.015368450189413716,NA,7.616421446570233,7.633578553429767,7.624413549810586,7.655150450189413,NA,NA,TRUE,TRUE,NA,21.304974765681326,-0.023881999999999515,CP-,INT-,NA
2015-03-19,7.6176,2.2321721661278104e-4,-2.3623907394276777e-4,NA,7.6238800000000015,7.639917999999999,NA,0.00795683089519548,0.01513506120076893,NA,7.615923169104806,7.631836830895197,7.62478293879923,7.655053061200768,NA,NA,FALSE,TRUE,NA,21.413121845710165,-0.022317999999998506,CP-,INT-,NA
2015-03-20,7.6275,0.0012996219281664612,0.0018125221639939681,NA,7.623305,7.639761999999999,NA,0.0071847407747253,0.015223570473419963,NA,7.616120259225275,7.630489740774726,7.624538429526579,7.6549855704734195,NA,NA,FALSE,FALSE,NA,22.819033886085073,-0.012261999999998885,CP+,INT-,NA
2015-03-23,7.6331,7.341855129465724e-4,0.002837811206726659,NA,7.623235000000001,7.639294,NA,0.0070759247117472765,0.015057283951629533,NA,7.6161590752882535,7.630310924711749,7.62423671604837,7.6543512839516294,NA,NA,TRUE,FALSE,NA,23.864455659697185,-0.006193999999999811,CP+,INT-,NA
2015-03-24,7.6316,-1.9651255715236182e-4,0.0025222006200409375,NA,7.623010000000001,7.6384859999999994,NA,0.006707254517154888,0.014332950619791746,NA,7.616302745482846,7.629717254517155,7.624153049380208,7.652818950619791,NA,NA,TRUE,FALSE,NA,23.54001441961067,-0.006885999999999726,CP+,INT-,NA
2015-03-25,7.6345,3.79998951727023e-4,0.0024422589582322463,NA,7.623035000000002,7.637847999999999,NA,0.0067511616934069875,0.01376373881336207,NA,7.616283838306595,7.629786161693408,7.624084261186637,7.6516117388133615,NA,NA,TRUE,FALSE,NA,24.188896899783703,-0.0033479999999990184,CP+,INT-,NA
2015-03-26,7.6388,5.63232693693072e-4,0.002783028775467322,NA,7.623400000000002,7.637613999999998,NA,0.007399146465711565,0.013643178904208705,NA,7.61600085353429,7.630799146465714,7.6239708210957895,7.651257178904207,NA,NA,TRUE,FALSE,NA,25.34246575342466,0.0011860000000014637,CP+,INT+,NA
2015-03-27,7.6447,7.723726239723394e-4,0.002254998361193028,NA,7.624270000000003,7.637543999999999,NA,0.008776589674571176,0.013596655651223935,NA,7.615493410325431,7.633046589674574,7.6239473443487755,7.651140655651223,NA,NA,TRUE,FALSE,NA,26.71232876712329,0.00715600000000105,CP+,INT+,NA
2015-03-30,7.6462,1.9621437074057724e-4,0.0017162096657976633,NA,7.625295000000003,7.637556,NA,0.010056182963205984,0.013604173429278173,NA,7.615238817036797,7.635351182963209,7.623951826570722,7.651160173429278,NA,NA,TRUE,FALSE,NA,27.108868060562365,0.008644000000000318,CP+,INT+,NA
2015-03-31,7.6448,-1.8309748633316136e-4,0.0017296504009645108,NA,7.626310000000002,7.637601999999999,NA,0.010955935665920558,0.013625104231018679,NA,7.615354064334081,7.637265935665923,7.623976895768981,7.651227104231018,NA,NA,TRUE,FALSE,NA,26.820475847152125,0.007198000000000704,CP+,INT+,NA
2015-04-01,7.6397,-6.671201339472077e-4,6.811186063266916e-4,NA,7.627080000000002,7.637547999999999,NA,0.01134161410586328,0.013611043535396161,NA,7.615738385894139,7.638421614105865,7.623936956464603,7.651159043535395,NA,NA,TRUE,FALSE,NA,25.594808940158615,0.002152000000001486,CP+,INT+,NA
2015-04-02,7.6397,0,1.1781955280931733e-4,NA,7.627930000000002,7.637497999999999,NA,0.01162945896374699,0.013598191506406235,NA,7.616300541036255,7.639559458963749,7.623899808493593,7.651096191506405,NA,NA,TRUE,FALSE,NA,25.594808940158615,0.0022020000000013695,CP+,INT+,NA
2015-04-03,7.6397,0,-6.540479024683687e-4,NA,7.628775000000002,7.63731,NA,0.01184900062408115,0.01349913451496288,NA,7.616925999375921,7.640624000624083,7.623810865485037,7.650809134514963,NA,NA,FALSE,FALSE,NA,25.594808940158615,0.0023900000000001143,CP+,INT+,NA
2015-04-06,7.6369,-3.6650653821490575e-4,-0.001216290444926993,NA,7.629450000000001,7.637066000000001,NA,0.011911051922258524,0.013391508274931246,NA,7.617538948077742,7.64136105192226,7.62367449172507,7.650457508274932,NA,NA,FALSE,FALSE,NA,24.76568132660418,-1.6600000000099868e-4,CP+,INT-,NA
2015-04-07,7.6391,2.8807500425576116e-4,-7.456048555881667e-4,NA,7.630400000000002,7.636794000000001,NA,0.011883735014495155,0.013204288264477925,NA,7.618516264985506,7.642283735014497,7.623589711735523,7.649998288264479,NA,NA,FALSE,FALSE,NA,25.450612833453494,0.002305999999999031,CP+,INT+,NA
2015-04-08,7.6398,9.16338312104692e-5,1.3089519221853863e-5,NA,7.631330000000003,7.6365300000000005,NA,0.011853629246597464,0.013004100609156423,NA,7.6194763707534054,7.6431836292466,7.623525899390844,7.649534100609157,NA,NA,FALSE,FALSE,NA,25.702956020187457,0.003269999999999662,CP+,INT+,NA
2015-04-09,7.6438,5.235739155473595e-4,5.366702881002272e-4,NA,7.632550000000002,7.636354,NA,0.011816736569708875,0.012840691220507157,NA,7.620733263430293,7.644366736569711,7.623513308779493,7.649194691220507,NA,NA,FALSE,FALSE,NA,26.49603460706561,0.007445999999999842,CP+,INT+,NA
2015-04-10,7.6546,0.0014129098092572345,0.0019503383640717686,NA,7.634595000000002,7.636338,NA,0.01192147443194754,0.012816951307402551,NA,7.622673525568055,7.646516474431949,7.623521048692598,7.649154951307403,NA,NA,TRUE,TRUE,NA,30.0648882480173,0.018262,CP+,INT+,NA
2015-04-13,7.6594,6.270739163378725e-4,0.0029462216344329217,NA,7.636990000000002,7.636484,NA,0.011848824058907586,0.013039803429093133,NA,7.625141175941094,7.64883882405891,7.623444196570907,7.649523803429093,NA,NA,TRUE,TRUE,NA,31.65104542177361,0.022915999999999492,CP+,INT+,NA
2015-04-14,7.6633,5.091782646160503e-4,0.0031679124504195855,NA,7.639535,7.636772,NA,0.011755190342993112,0.013471497348710988,NA,7.6277798096570075,7.651290190342993,7.623300502651289,7.65024349734871,NA,NA,TRUE,TRUE,NA,32.516222062004324,0.026527999999999885,CP+,INT+,NA
2015-04-15,7.6698,8.481985567576622e-4,0.003926804366606529,NA,7.6422300000000005,7.637174,NA,0.012220780404058064,0.014148062678367714,NA,7.630009219595943,7.6544507804040585,7.623025937321632,7.651322062678368,NA,NA,TRUE,TRUE,NA,35.47224224945926,0.03262600000000049,CP+,INT+,NA
2015-04-16,7.6719,2.738011421419273e-4,0.0036761820037154447,NA,7.644945,7.637580000000001,NA,0.012489678896887938,0.014844610098604565,NA,7.632455321103112,7.6574346788968874,7.622735389901396,7.652424610098605,NA,NA,TRUE,TRUE,NA,36.33741888968998,0.03431999999999924,CP+,INT+,NA
2015-04-17,7.6834,0.0014989767854116653,0.0037624434980272348,NA,7.647740000000001,7.638180000000001,NA,0.01447696536971021,0.016054092236903975,NA,7.63326303463029,7.662216965369711,7.622125907763097,7.654234092236905,NA,NA,TRUE,TRUE,NA,40.87959625090122,0.045219999999998706,CP+,INT+,NA
2015-04-20,7.7,0.0021605018611552396,0.005300676293182205,NA,7.651084999999999,7.639184,NA,0.018173238711444842,0.018219325465235085,NA,7.632911761288554,7.6692582387114445,7.620964674534765,7.657403325465236,NA,NA,TRUE,TRUE,NA,48.26964671953857,0.06081599999999998,CP+,INT+,NA
2015-04-21,7.7065,8.441558441558694e-4,0.005637258100296361,NA,7.65483,7.64032,NA,0.0213809088477991,0.0205145941083067,NA,7.6334490911522,7.676210908847799,7.619805405891693,7.660834594108307,NA,NA,TRUE,TRUE,NA,52.70367700072099,0.06618000000000013,CP+,INT+,NA
2015-04-22,7.719,0.001622007396353764,0.006414769615896043,NA,7.6590549999999995,7.641626,NA,0.025165964379651646,0.023276429437242736,NA,7.6338890356203475,7.6842209643796515,7.618349570562756,7.664902429437243,NA,NA,TRUE,TRUE,NA,60.20187454938717,0.07737400000000072,CP+,INT+,NA
2015-04-23,7.7328,0.0017877963466770286,0.007938059672310649,NA,7.663754999999999,7.643206,NA,0.029575460578341848,0.026568159629948976,NA,7.634179539421657,7.693330460578341,7.616637840370051,7.66977415962995,NA,NA,TRUE,TRUE,NA,69.7548666186013,0.08959399999999995,CP+,INT+,NA
2015-04-24,7.7463,0.0017458100558658263,0.008186479943774971,NA,7.668834999999999,7.645122,NA,0.03445355798600102,0.030297540076611465,NA,7.634381442013998,7.703288557985999,7.614824459923388,7.675419540076612,NA,NA,TRUE,TRUE,NA,75.59480894015861,0.10117799999999999,CP+,INT+,NA
2015-04-27,7.7677,0.0027626092457044837,0.008792207792207796,NA,7.674909999999999,7.647376,NA,0.04044342246957625,0.034891338963901564,NA,7.634466577530422,7.715353422469575,7.612484661036099,7.682267338963902,NA,NA,TRUE,TRUE,NA,79.99279019466474,0.12032399999999921,CP+,INT+,NA
2015-04-28,7.7722,5.793220644463304e-4,0.008525270875235247,NA,7.681279999999998,7.649796,NA,0.0452041754009981,0.03910385418657469,NA,7.636075824599001,7.726484175400996,7.610692145813426,7.688899854186575,NA,NA,TRUE,TRUE,NA,80.85796683489545,0.12240399999999951,CP+,INT+,NA
2015-04-29,7.77,-2.830601374128605e-4,0.00660707345511069,NA,7.687794999999999,7.6522879999999995,NA,0.04818733700224999,0.042629306964163664,NA,7.639607662997749,7.735982337002248,7.609658693035836,7.694917306964163,NA,NA,TRUE,TRUE,NA,80.31723143475126,0.11771200000000004,CP+,INT+,NA
2015-04-30,7.7568,-0.0016988416988416022,0.0031036623215394687,NA,7.693649999999998,7.654624,NA,0.049140673473953095,0.04507240234402,NA,7.644509326526045,7.742790673473952,7.60955159765598,7.69969640234402,NA,NA,TRUE,TRUE,NA,77.82984859408796,0.10217600000000004,CP+,INT+,NA
2015-05-01,7.7568,0,0.001355485844855009,NA,7.699504999999998,7.65698,NA,0.04934999040153479,0.04726452697535518,NA,7.650155009598463,7.748854990401532,7.609715473024645,7.704244526975355,NA,NA,TRUE,TRUE,NA,77.82984859408796,0.09982000000000024,CP+,INT+,NA
2015-05-04,7.7451,-0.0015083539603960583,-0.0029094841458860987,NA,7.704914999999998,7.659191999999999,NA,0.04803900032922807,0.04875552858237652,NA,7.65687599967077,7.752954000329226,7.610436471417622,7.707947528582376,NA,NA,FALSE,TRUE,NA,75.19826964671954,0.08590800000000076,CP+,INT+,NA
2015-05-05,7.7398,-6.843036242268896e-4,-0.004168703841898047,NA,7.709949999999997,7.6612659999999995,NA,0.04601229240791611,0.04994431842419253,NA,7.663937707592082,7.755962292407913,7.611321681575807,7.711210318424192,NA,NA,FALSE,TRUE,NA,73.03532804614275,0.07853400000000033,CP+,INT+,NA
2015-05-06,7.7378,-2.584046099382009e-4,-0.004144144144144102,NA,7.714849999999997,7.663341999999999,NA,0.043286007220031605,0.050935301458751296,NA,7.671563992779965,7.7581360072200285,7.612406698541248,7.7142773014587505,NA,NA,FALSE,TRUE,NA,72.38644556596971,0.0744580000000008,CP+,INT+,NA
2015-05-07,7.7317,-7.88337770425751e-4,-0.0032358704620462087,NA,7.719244999999996,7.665345999999999,NA,0.04003247990530209,0.05162342930357512,NA,7.679212520094694,7.759277479905299,7.6137225706964236,7.716969429303574,NA,NA,FALSE,TRUE,NA,68.52919971160779,0.06635400000000136,CP+,INT+,NA
2015-05-08,7.7214,-0.0013321779168876668,-0.004563737623762387,NA,7.722584999999997,7.667227999999999,NA,0.037029110525582255,0.05192250913719439,NA,7.685555889474415,7.759614110525579,7.615305490862805,7.719150509137193,NA,NA,FALSE,TRUE,NA,61.28334534967556,0.05417200000000122,CP-,INT+,NA
2015-05-11,7.705,-0.002123967156215212,-0.0051774670436791626,NA,7.724864999999997,7.6688139999999985,NA,0.034232075986065834,0.051839190162797574,NA,7.690632924013931,7.7590970759860625,7.616974809837201,7.720653190162796,NA,NA,FALSE,FALSE,NA,51.83850036049027,0.036186000000001606,CP-,INT+,NA
2015-05-12,7.6939,-0.0014406229720960173,-0.0059303857980825825,NA,7.726394999999998,7.670201999999998,NA,0.03194290094923478,0.05155679052248682,NA,7.694452099050763,7.7583379009492335,7.618645209477511,7.721758790522485,NA,NA,TRUE,FALSE,NA,44.59264599855804,0.023698000000002217,CP-,INT+,NA
2015-05-13,7.6878,-7.928358829721871e-4,-0.006461785003489373,NA,7.727294999999998,7.671471999999998,NA,0.030484689427213756,0.05118375874419217,NA,7.6968103105727845,7.7577796894272115,7.620288241255806,7.72265575874419,NA,NA,TRUE,FALSE,NA,42.10526315789473,0.01632800000000234,CP-,INT+,NA
2015-05-14,7.6705,-0.0022503186867505187,-0.007915464904225455,NA,7.727224999999999,7.672427999999997,NA,0.03061989162550858,0.05069831152845951,NA,7.696605108374491,7.757844891625507,7.621729688471538,7.723126311528457,NA,NA,TRUE,FALSE,NA,35.68853640951694,-0.0019279999999977093,CP-,INT-,NA
2015-05-15,7.6394,-0.004054494491884442,-0.010619835781075948,NA,7.725024999999998,7.6727599999999985,NA,0.03517608151182147,0.050420278557301856,NA,7.689848918488177,7.760201081511819,7.622339721442697,7.7231802785573,NA,NA,TRUE,FALSE,NA,25.522710886806056,-0.03335999999999828,CP-,INT-,NA
2015-05-18,7.6306,-0.0011519229258841746,-0.009656067488643671,NA,7.721554999999998,7.672903999999999,NA,0.04075523182430229,0.05028653392189151,NA,7.680799768175696,7.7623102318243,7.622617466078108,7.7231905339218905,NA,NA,TRUE,FALSE,NA,23.28767123287671,-0.04230399999999879,CP-,INT-,NA
2015-05-19,7.6314,1.0484103478103357e-4,-0.008123318473076124,NA,7.717799999999999,7.673129999999999,NA,0.045409284930449254,0.05006929993437457,NA,7.672390715069549,7.763209284930448,7.623060700065624,7.7231992999343735,NA,NA,TRUE,FALSE,NA,23.46791636625811,-0.04172999999999849,CP-,INT-,NA
2015-05-20,7.6444,0.00170348821972377,-0.005645308150576289,NA,7.714069999999998,7.673594,NA,0.04827875309077471,0.049684253695774845,NA,7.665791246909223,7.762348753090772,7.623909746304225,7.723278253695774,NA,NA,TRUE,FALSE,NA,26.676279740447008,-0.029193999999999498,CP-,INT-,NA
2015-05-21,7.6593,0.0019491392391817186,-0.0014601394954696367,NA,7.710394999999998,7.674391999999999,NA,0.049558444763414526,0.04911320051988177,NA,7.660836555236584,7.759953444763413,7.6252787994801174,7.723505200519881,NA,NA,TRUE,FALSE,NA,31.614996395097332,-0.015091999999999217,CP-,INT-,NA
