Fecha,D_Close,SMA 200,SMA 50,SMA 20,Upper,Lower,%D,%W,%YoY,Location 50 en %,Location 50 Level,MAE 20 (Location 20),MAE 50 (Location),MAE 200 (Location),CP,INT,LT,Percentil %D,Percentil %W,Percentil %W2,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,YoY,SMA20,SMA50,SMA200,SD20,Lower20,Higher20,SD50,Lower50,Higher50,SD200,Lower200,Higher200
2025-08-06,7.667,7.670547619047619,7.676477254901962,7.698309004975124,7.673466480397349,7.66762875769789,2.7397617711910627e-4,-0.00043023089057803166,-0.01015025265892211,-0.0012345838575774167,0.009477254901962162,1.7738095238097883e-4,-2.9648179271712927e-4,-0.0010915875036581202,CP-,I-,B-,0.734,0.391,0.308,NA,Median,0,NA,Median,-1.4331523978439176e-4,NA,Median,-0.0012720329601949576,NA,Median,-1.559960126932366e-4,0.007913971709523127,7.670120000000002,7.676304000000001,7.697905500000012,0.0029837454385562585,7.667136254561445,7.673103745438558,0.006091109613734638,7.670212890386266,7.6823951096137355,0.017936664668974426,7.679968835331037,7.715842164668986
2025-08-05,7.6649,7.671143333333333,7.676462941176472,7.698603631840796,7.67386793084103,7.668418735825637,-7.827278064043153e-5,-6.518989817337895e-4,-0.009732268937744704,-0.001506285025418151,0.011562941176471497,3.121666666666467e-4,-2.6598039215692816e-4,-0.0011070345332162112,CP-,I-,B-,0.434,0.313,0.326,NA,Mode,0,NA,Mode,9.377804736441231e-4,NA,Mode,-0.015429882637325587,NA,Mode,NA,0.007611410542921027,7.6703800000000015,7.676392000000002,7.6981880000000125,0.002923516267856398,7.6674564837321455,7.673303516267858,0.005984805249759663,7.670407194750242,7.682376805249762,0.01789234012575992,7.680295659874252,7.716080340125773
2025-08-04,7.6655,7.671665238095239,7.676470588235295,7.69890288557214,7.674464112822132,7.668866363368346,-2.608412129116999e-4,-7.169860513623894e-4,-0.010660678101728216,-0.0014291187739465412,0.010970588235295509,3.082619047619417e-4,-2.4026750700283371e-4,-0.0011216148668422576,CP-,I-,B-,0.309,0.296,0.295,NA,Standard Deviation,9.064700009024087e-4,NA,Standard Deviation,0.0023952949526389383,NA,Standard Deviation,0.020069321508150686,NA,Standard Deviation,0.0046657723476613965,0.007491621213116861,7.670835000000002,7.6767160000000025,7.698473500000013,0.0027273034687262977,7.668107696531275,7.673562303468729,0.005785144945532151,7.67093085505447,7.682501144945535,0.017813896888716076,7.680659603111296,7.716287396888729
2025-08-01,7.6675,7.6722947619047615,7.6764486274509816,7.6992190547263695,7.67515118882258,7.669438334986943,-1.8255551643642232e-4,-0.0010162469219443526,-0.010385906040268456,-0.0011618168613919152,0.008918627450981376,2.382380952380636e-4,-2.0769327731100516e-4,-0.0011385213637693959,CP-,I-,B-,0.371,0.236,0.302,NA,Sample Variance,8.216878625360128e-7,NA,Sample Variance,5.737437910137573e-6,NA,Sample Variance,4.0277766579751976e-4,NA,Sample Variance,2.176943160020174e-5,0.007608809924306126,7.671430000000003,7.6766900000000025,7.698766500000012,0.002799266821301922,7.668630733178701,7.674229266821304,0.005839249672234745,7.670850750327768,7.682529249672237,0.017750638115785783,7.681015861884227,7.7165171381157975
2025-07-31,7.6689,7.672831904761905,7.676410000000001,7.699504676616917,7.676217434962161,7.669446374561649,-1.8252219600278785e-4,-5.0828902095712e-4,-0.009929277619555421,-9.822299746887603e-4,0.007540000000000546,1.9809523809524165e-4,-1.7890476190478565e-4,-0.0011547338308458333,CP-,I-,B-,0.361,0.361,0.319,NA,Kurtosis,190.30087684821405,NA,Kurtosis,34.14973891711126,NA,Kurtosis,0.808971666663354,NA,Kurtosis,5.62120720660937,0.007792788057190858,7.671880000000003,7.676658000000002,7.699057000000011,0.002857050374443021,7.66902294962556,7.674737050374446,0.005894760385291329,7.670763239614711,7.682552760385294,0.017711749812117223,7.681345250187894,7.716768749812129
2025-07-30,7.6703,7.673338571428571,7.676325490196078,7.699778457711443,7.677090302397492,7.669586840459651,5.2151918538800857e-5,-1.0428752069457925e-4,-0.009894178118440955,-7.810364742525763e-4,0.005995490196077924,1.5042857142857357e-4,-1.4934593837532262e-4,-0.0011726483757682703,CP-,I-,B-,0.6,0.511,0.32,NA,Skewness,3.9309784854731746,NA,Skewness,1.3321814959684413,NA,Skewness,0.4164803444945476,NA,Skewness,0.17510809770438907,0.007937029395918449,7.672475000000003,7.6766080000000025,7.699368000000012,0.003392697265722572,7.669082302734281,7.675867697265725,0.005972004073429707,7.670635995926573,7.682580004073432,0.017725641535335047,7.681642358464678,7.717093641535347
2025-07-29,7.6699,7.674033333333334,7.676286470588235,7.700066069651742,7.678112146241134,7.6699545204255335,-1.4339721027245567e-4,1.9560794950712612e-4,-0.009990590258012744,-8.332766908509338e-4,0.006396470588235559,2.071666666667138e-4,-1.1265686274506415e-4,-0.0011889799531753288,CP-,I-,B-,0.391,0.621,0.317,NA,Range,0.03946007707039878,NA,Range,0.06661927957345881,NA,Range,0.10931710407663608,NA,Range,0.07119564181619209,0.008361489817651169,7.672970000000004,7.676540000000002,7.699648000000012,0.0037608929510786543,7.669209107048925,7.676730892951083,0.0060639449677110675,7.670476055032291,7.682603944967713,0.01770645329935417,7.681941546700658,7.717354453299366
2025-07-28,7.671,7.674675714285715,7.676287647058823,7.700348208955224,7.679382719675221,7.669968708896208,-5.60238687738579e-4,3.390537791456705e-4,-0.01016035397362225,-6.901313893380315e-4,0.005297647058823074,1.8428571428574791e-4,-8.059663865540578e-5,-0.0012030280948200466,CP-,I-,B-,0.156,0.657,0.309,NA,Minimum,-0.0167824387954989,NA,Minimum,-0.02903532195667724,NA,Minimum,-0.05280300447364894,NA,Minimum,-0.036372274984986214,0.007976032482293727,7.673525000000003,7.676462000000003,7.6999255000000115,0.004088736132094395,7.669436263867909,7.6776137361320975,0.006175160577933582,7.670286839422069,7.682637160577936,0.01767276528771239,7.682252734712299,7.717598265287724
2025-07-25,7.6753,7.675113333333335,7.676187058823529,7.700609701492535,7.680352337356801,7.669874329309868,3.2582629548549846e-4,3.5190157182696247e-4,-0.009601661999819266,-1.1686255385051856e-4,8.970588235284183e-4,8.83333333328018e-6,-5.368627450970109e-5,-0.00122113213345032,CP+,I-,B-,0.759,0.661,0.329,NA,Maximum,0.02267763827489988,NA,Maximum,0.03758395761678157,NA,Maximum,0.056514099602987145,NA,Maximum,0.03482336683120587,0.008501300817281177,7.674200000000004,7.676400000000002,7.700209000000012,0.004716153651351632,7.669483846348653,7.678916153651356,0.006246272357762393,7.67015372764224,7.682646272357764,0.0176611978229879,7.682547802177024,7.717870197822999
2025-07-24,7.6728,7.675606190476191,7.67625588235294,7.700876616915421,7.6812625822961635,7.669949798656219,2.2161098147588376e-4,1.1731122668434679e-4,-0.009903826425602502,-4.5280959965530835e-4,0.0034758823529399407,1.4130952380955186e-4,-3.2484593837445176e-5,-0.0012310367281240353,CP-,I-,B-,0.706,0.595,0.32,NA,Sum,0.009491345660265105,NA,Sum,0.048024641000027235,NA,Sum,-0.4742397988143644,NA,Sum,0.12794138303433356,0.008172811604866936,7.674660000000006,7.676314000000002,7.70047100000001,0.005247796530073547,7.669412203469932,7.679907796530079,0.006291166790972587,7.67002283320903,7.6826051667909745,0.017678484183183643,7.682792515816827,7.7181494841831935
2025-07-23,7.6711,7.6761823809523815,7.676356274509803,7.7011735323383075,7.682011696408265,7.6703530654964975,3.520943091126494e-4,-2.6071200448396503e-5,-0.010213903605317043,-6.89946417337315e-4,0.005296274509802856,2.5611904761908556e-4,-8.694677871057265e-6,-0.0012408628914252428,CP-,I-,B-,0.773,0.54,0.309,NA,Count,2769,NA,Count,2769,NA,Count,2769,NA,Count,4520,0.009156087614286657,7.6752450000000065,7.676262000000003,7.700746000000009,0.005665080015228955,7.669579919984778,7.680910080015235,0.006331421157808922,7.6699305788421945,7.6825934211578115,0.01767366049738659,7.683072339502623,7.718419660497396
2025-07-22,7.6684,7.676837619047618,7.676531176470587,7.701456865671641,7.6826088634404774,7.671066374654759,0,9.129204324631601e-5,-0.010282587231626006,-0.0010618306997269191,0.008151176470587274,4.2288095238092184e-4,1.5322128851558146e-5,-0.0012462844600527045,CP-,I-,B-,0.495,0.583,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008827437412021633,7.675845000000007,7.6763660000000025,7.701022500000009,0.005835866868363429,7.670009133131644,7.68168086686837,0.006287454629202914,7.670078545370799,7.682653454629206,0.01764007098260536,7.683382429017404,7.718662570982615
2025-07-21,7.6684,7.677663809523809,7.676789411764704,7.701753084577114,7.683225818721553,7.672101800326065,-5.474024450642379e-4,-3.9120059462494083e-05,-0.011280444564782943,-0.001091525547367916,0.008379411764704692,4.6269047619045266e-4,4.371988795521808e-5,-0.0012481836406204928,CP-,I-,B-,0.161,0.536,0.279,NA,No. Bins,50,NA,No. Bins,50,NA,No. Bins,50,NA,NA,NA,0.00736965174782922,7.676585000000007,7.676522000000002,7.70133400000001,0.005780208974550383,7.670804791025457,7.6823652089745575,0.006181647954111499,7.670340352045891,7.6827036479541135,0.017611150077015827,7.683722849922994,7.718945150077026
2025-07-18,7.6726,7.678054761904759,7.677020392156861,7.7020283084577095,7.683813062526699,7.672296461282819,9.124206519905975e-5,-1.3031693077569795e-4,-0.010821793653638112,-5.71887520495183e-4,0.0043903921568615445,2.712380952379689e-4,5.171848739489171e-5,-0.0012503958150424043,CP-,I-,B-,0.631,0.506,0.291,NA,Bins,7.892015414079756e-4,NA,Bins,0.0013323855914691763,NA,Bins,0.0021863420815327215,NA,NA,NA,0.007524326027865014,7.677270000000007,7.676700000000002,7.70161850000001,0.005567017532802067,7.671702982467205,7.682837017532809,0.006070134315832258,7.67062986568417,7.6827701343158346,0.017535878733751065,7.684082621266259,7.719154378733761
2025-07-17,7.6719,7.678518095238093,7.677279803921567,7.702303532338308,7.684127551985409,7.672908638490778,7.821360134530053e-5,-4.820470060973303e-4,-0.010367339462322489,-7.059536789057674e-4,0.005419803921567379,3.3290476190468433e-4,6.191456582631538e-5,-0.0012511864208370582,CP-,I-,B-,0.614,0.372,0.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007432405814610021,7.677930000000008,7.676880000000002,7.70189550000001,0.005763231914929578,7.672166768085078,7.683693231914938,0.0060795072302995785,7.670800492769703,7.682959507230302,0.017512732762021137,7.684382767237989,7.719408232762031
2025-07-16,7.6713,7.6788447619047595,7.677540588235293,7.702572736318407,7.684239227367767,7.673450296441752,4.695019366953712e-4,-1.1730663955589193e-4,-0.010066715703353823,-8.14139393137318e-4,0.006250588235293009,3.777380952379783e-4,6.520868347332786e-5,-0.0012516074041557079,CP-,I-,B-,0.824,0.508,0.314,NA,-1.67824387954989E-2,1,NA,-2.903532195667724E-2,1,NA,-5.280300447364894E-2,1,NA,NA,NA,0.005966587112171684,7.678375000000008,7.677130000000002,7.7021760000000095,0.005614818270480877,7.672760181729527,7.683989818270489,0.006127364183458841,7.671002635816543,7.6832573641834605,0.01747912535327716,7.684696874646733,7.719655125353286
2025-07-15,7.6677,7.67931333333333,7.677950196078432,7.702865124378109,7.684030388475104,7.674596278191557,-1.304001982083136e-4,-8.20953870211194e-4,-0.01057723822722545,-0.0013363196968471996,0.010260196078431427,5.811666666664994e-4,6.815686274492805e-5,-0.0012457464149838505,CP-,I-,B-,0.398,0.274,0.302,NA,-1.5993237254090922E-2,0,NA,-2.7702936365208063E-2,0,NA,-5.0616662392116221E-2,6,NA,NA,NA,0.0046513456146326515,7.678890000000008,7.677406000000002,7.70245550000001,0.005399990253402448,7.6734900097466054,7.6842899902534105,0.006170053087457213,7.671235946912545,7.683576053087459,0.017429786488513687,7.6850257135114965,7.719885286488523
2025-07-14,7.6687,7.680012857142856,7.678375686274509,7.7031739800995025,7.68403940493287,7.675986309352842,-6.385529608007312e-4,-0.0011331961341077834,-0.011406192190728803,-0.0012588191395462931,0.009665686274509255,5.651428571427974e-4,8.185854341733468e-5,-0.0012399146912496662,CP-,I-,B-,0.135,0.214,0.276,NA,-1.5204035712682947E-2,0,NA,-2.6370550773738885E-2,0,NA,-4.8430320310583502E-2,8,NA,NA,NA,0.004019376800209473,7.6794150000000085,7.6777440000000015,7.702744000000011,0.00472276402120614,7.674692235978802,7.684137764021215,0.006089876510929154,7.6716541234890725,7.68383387651093,0.01732885483955156,7.6854151451604595,7.720072854839562
2025-07-11,7.6736,7.680472857142857,7.678768431372549,7.703461442786069,7.684288643569353,7.676657070716361,-2.6056594924173115e-4,-3.777763303588477e-4,-0.011741524195885256,-6.756853548741998e-4,0.005188431372548763,3.446428571428406e-4,8.522128851540245e-5,-0.0012346505706759992,CP-,I-,B-,0.313,0.417,0.269,NA,-1.4414834171274971E-2,0,NA,-2.5038165182269707E-2,0,NA,-4.6243978229050783E-2,2,NA,NA,NA,0.003439122304604192,7.679855000000009,7.678142000000001,7.70303300000001,0.004031256170945838,7.675823743829063,7.683886256170955,0.006136843900672715,7.6720051560993285,7.684278843900674,0.017239985396815462,7.6857930146031945,7.720272985396826
2025-07-10,7.6756,7.680824761904761,7.679121764705882,7.703743582089551,7.684521487482891,7.677128036326631,4.431584160997648e-4,-6.770128111653895e-4,-0.0104082864038616,-4.5991778931215e-4,0.0035317647058823454,2.6173809523806214e-4,8.514985994394486e-5,-0.0012310908691834487,CP-,I-,B-,0.814,0.311,0.305,NA,-1.3625632629866996E-2,0,NA,-2.370577959080053E-2,0,NA,-4.4057636147518064E-2,8,NA,NA,NA,0.003700652517882208,7.68034500000001,7.678478000000001,7.70331900000001,0.00382106006233867,7.676523939937671,7.684166060062348,0.006339648158652798,7.672138351841348,7.684817648158654,0.01722370515003888,7.686095294849971,7.7205427051500495
2025-07-09,7.6722,7.681332380952382,7.6795221568627445,7.704021094527361,7.6844647357081195,7.678200026196644,-2.3455824863172214e-4,-0.0010416395406369627,-0.010544289627493542,-9.534651653034183e-4,0.0073221568627444,4.56619047619089e-4,9.0511204481869e-5,-0.0012249468832308263,CP-,I-,B-,0.331,0.235,0.303,NA,-1.283643108845902E-2,0,NA,-2.2373393999331352E-2,0,NA,-4.1871294065985346E-2,21,NA,NA,NA,0.003347893181283146,7.68072500000001,7.678838000000002,7.70359800000001,0.0037003378224156453,7.677024662177594,7.684425337822425,0.006675079759517331,7.672162920240484,7.685513079759519,0.017224380757005754,7.686373619243004,7.720822380757016
2025-07-08,7.674,7.6817542857142875,7.6798913725490205,7.704267164179104,7.684397321448956,7.679111249979619,-4.428582593064556e-4,-9.113396693138931e-4,-0.010503540722173299,-7.645124474035585e-4,0.005871372549020926,3.867142857143957e-4,9.314565826334942e-5,-0.001218789581504165,CP-,I-,B-,0.205,0.257,0.303,NA,-1.2047229547051045E-2,0,NA,-2.1041008407862175E-2,0,NA,-3.9684951984452627E-2,39,NA,NA,NA,0.0032028237139682947,7.681265000000009,7.679266000000002,7.703898500000009,0.00313574888226583,7.678129251117743,7.6844007488822745,0.006922268414327746,7.672343731585674,7.6861882684143294,0.017198090572698246,7.686700409427311,7.721096590572707
2025-07-07,7.6774,7.6819933333333354,7.680280784313726,7.704537960199004,7.684445413599472,7.679541253067199,1.1724093011133974e-4,-9.239377968638385e-4,-0.01094256249718184,-3.7378637504881164e-4,0.0028707843137256717,2.291666666667691e-4,8.562745098048553e-5,-0.0012128587942639157,CP-,I-,B-,0.646,0.252,0.288,NA,-1.1258028005643069E-2,0,NA,-1.9708622816392997E-2,0,NA,-3.7498609902919908E-2,16,NA,NA,NA,0.003214509721931824,7.681710000000008,7.679638000000003,7.7041685000000095,0.00264334317822996,7.679066656821778,7.684353343178238,0.007130156995151624,7.672507843004852,7.6867681569951545,0.017150160283177885,7.687018339716832,7.721318660283187
2025-07-04,7.6765,7.68231523809524,7.680666862745099,7.704811293532337,7.684396391621533,7.680234084568948,-5.598375169252323e-4,-0.0010410566725226333,-0.011420270593962223,-5.477210273895078e-4,0.0042068627450992935,2.9276190476204e-4,8.241876750707533e-5,-0.0012072215393619246,CP-,I-,B-,0.158,0.233,0.277,NA,-1.0468826464235094E-2,0,NA,-1.8376237224923819E-2,0,NA,-3.5312267821387189E-2,14,NA,NA,NA,0.0027562243645007367,7.681985000000007,7.679946000000004,7.70439900000001,0.0024504081292715148,7.679534591870736,7.6844354081292785,0.007360407320139745,7.672585592679864,7.687306407320143,0.017098296926563863,7.687300703073446,7.721497296926574
2025-07-03,7.6808,7.682223809523812,7.680952549019608,7.705047761194027,7.684283189284808,7.680164429762816,7.812296554776665e-5,-4.814887110416999e-4,-0.010834681282904546,-2.637029955797722e-5,2.0254901960825578e-4,7.36904761906132e-5,6.356302521020041e-5,-0.0012047606087209673,CP-,I-,B-,0.615,0.37,0.292,NA,-9.6796249228271181E-3,0,NA,-1.7043851633454642E-2,0,NA,-3.312592573985447E-2,11,NA,NA,NA,0.0033179193771715187,7.6822800000000075,7.680362000000003,7.70467550000001,0.0020829129400407784,7.680197087059967,7.684362912940048,0.007739690707314955,7.672622309292688,7.6881016907073185,0.017092002001288752,7.687583497998721,7.721767502001299
2025-07-02,7.6802,7.6821533333333365,7.681240392156864,7.705272985074625,7.684307374517031,7.679999292149642,-1.0415310506439734e-4,-3.774518098162982e-4,-0.01038049353731818,-1.4195521832349896e-4,0.0010903921568639063,1.0016666666681217e-4,4.564705882361686e-5,-0.0012016296458880582,CP-,I-,B-,0.412,0.41,0.306,NA,-8.8904233814191425E-3,0,NA,-1.5711466041985464E-2,0,NA,-3.0939583658321747E-2,11,NA,NA,NA,0.002035331263209983,7.682400000000007,7.680670000000004,7.704928500000009,0.002062190965683625,7.680337809034323,7.68446219096569,0.008057377149582351,7.672612622850421,7.688727377149586,0.017111300969075073,7.687817199030934,7.7220398009690845
2025-07-01,7.681,7.6819014285714315,7.681516274509805,7.705511940298506,7.68418901492298,7.679613842219883,-4.55462294228659e-4,-2.8633902540609046e-4,-0.011297842378558132,-7.111545302817251e-5,5.462745098050448e-4,4.657142857156238e-5,1.925770308131014e-5,-0.0011997832894350413,CP-,I-,B-,0.199,0.448,0.282,NA,-8.101221840011167E-3,0,NA,-1.4379080450516288E-2,0,NA,-2.8753241576789025E-2,11,NA,NA,NA,0.0012383497360359819,7.682330000000006,7.680972000000002,7.705169000000009,0.0021621383177916832,7.6801678616822135,7.684492138317798,0.008318164043899578,7.672653835956103,7.689290164043902,0.017100014370090007,7.6880689856299185,7.722269014370099
2025-06-30,7.6845,7.681518571428573,7.6817149019607855,7.705731393034825,7.684165197632471,7.678871945224675,0,3.1241457413977436e-4,-0.010846031660217803,3.59958430442193e-4,-0.002765098039214209,1.4807142857131694e-4,-9.816526610606502e-6,-0.0012008245537019845,CP+,I+,B-,0.497,0.645,0.292,NA,-7.3120202986031915E-3,0,NA,-1.3046694859047112E-2,1,NA,-2.6566899495256303E-2,23,NA,NA,NA,0.0017990535413978659,7.682215000000005,7.681248000000003,7.7053910000000085,0.002293761562426016,7.679921238437578,7.684508761562431,0.008544964861823311,7.67270303513818,7.689792964861826,0.017072853617754253,7.6883181463822545,7.7224638536177626
2025-06-27,7.6845,7.681033333333335,7.681913529411766,7.705951641791043,7.683852076007501,7.67821459065917,0,-1.6914309505844383e-4,-0.010846031660217803,3.340926161701444e-4,-0.0025664705882340044,1.7233333333321887e-4,-4.4009803921518655e-5,-0.0012019056189638722,CP+,I+,B-,0.497,0.488,0.292,NA,-6.5228187571952159E-3,1,NA,-1.1714309267577936E-2,0,NA,-2.438055741372358E-2,35,NA,NA,NA,0.0025963520601204326,7.6817750000000045,7.681458000000003,7.705613500000009,0.002648907421242913,7.679126092578762,7.684423907421247,0.008753007413198594,7.672704992586804,7.690211007413201,0.01708918867582625,7.688524311324183,7.722702688675835
2025-06-26,7.6845,7.680408571428573,7.682112156862747,7.706169402985073,7.683539348866913,7.677277793990233,1.8221811508389862e-4,4.817206540985719e-4,-0.010406565627297915,3.0822813946261124e-4,-0.002367843137252912,2.0357142857134746e-4,-8.517927170870188e-5,-0.0012028623061163036,CP+,I+,B-,0.679,0.69,0.306,NA,-5.7336172157872404E-3,0,NA,-1.038192367610876E-2,0,NA,-2.2194215332190858E-2,16,NA,NA,NA,0.0025963520601204326,7.681370000000006,7.681660000000002,7.705834000000007,0.0028237899131635545,7.678546210086842,7.684193789913169,0.008939205096377502,7.672720794903624,7.69059920509638,0.017099899908608246,7.688734100091399,7.7229338999086155
2025-06-25,7.6831,7.680310952380954,7.68243274509804,7.706363980099501,7.68404153421084,7.6765803705510685,-1.3015410245786896e-5,1.9527181837108998e-4,-0.01057786786550885,9.075964933184712e-5,-6.972549019605978e-4,1.4095238095230834e-4,-1.0608963585427844e-4,-0.0011965617500730552,CP+,I+,B-,0.494,0.619,0.303,NA,-4.9444156743792649E-3,0,NA,-9.0495380846395846E-3,1,NA,-2.0007873250658136E-2,23,NA,NA,NA,0.0037494774247490703,7.680860000000005,7.681862000000001,7.706055500000008,0.0031329152389966146,7.677727084761009,7.683992915239002,0.009117036978388634,7.672744963021612,7.69097903697839,0.017109078660555145,7.688946421339453,7.723164578660563
